Bedrooms,Bathrooms,Area_sqft,Location_Rating,Age_of_House,Garage,Price
5,3,1237,9,45,1,550350
2,2,1549,1,44,0,318115
2,3,2504,8,3,0,520928
5,3,1711,10,19,1,632909
3,1,3310,2,30,0,533077
5,1,775,4,19,0,404264
4,3,1322,2,10,1,471684
5,2,3073,2,49,1,640259
3,2,1370,10,0,1,468321
4,1,2547,3,43,1,527640
1,1,1302,8,17,0,263155
1,1,2728,4,38,1,387831
3,1,1526,7,43,0,384029
5,1,737,10,32,0,449837
2,1,3117,3,35,0,473994
3,1,2997,10,17,1,600437
4,2,1749,3,46,0,458646
4,1,2540,2,30,1,491471
1,1,2491,6,34,1,372467
4,2,3980,6,38,1,712417
3,2,2478,1,37,0,432674
4,3,1853,7,14,1,545073
3,1,2083,4,46,1,419505
2,1,1968,3,5,0,370880
1,1,909,8,7,1,269769
4,1,1643,2,39,0,393381
3,3,3649,9,21,0,698068
5,2,2270,8,0,1,633576
1,2,2164,8,12,1,403170
2,1,2183,3,23,1,404748
3,1,2100,4,20,1,459447
2,1,2916,2,44,0,403206
2,3,3674,2,42,1,571078
4,3,1369,4,3,1,498425
4,2,615,6,6,0,372888
3,1,1205,5,11,1,362034
5,1,1981,1,12,1,513020
3,1,1412,10,43,1,434893
5,1,3804,1,15,1,677911
2,3,3983,6,5,1,678147
1,2,2590,3,13,0,403754
3,2,3129,3,47,1,562565
3,3,1494,7,30,0,435506
5,1,2167,1,35,0,490986
2,2,3976,1,36,0,546544
2,2,2916,10,40,0,519981
5,3,1013,3,34,1,465507
2,1,624,8,9,1,296615
4,2,2604,1,16,0,505771
1,1,915,10,41,1,282359
3,2,1170,4,29,1,388309
1,3,1324,9,43,0,327744
3,1,3655,4,6,1,604282
4,3,2449,10,17,0,642624
2,2,1899,8,18,0,411776
5,3,2553,7,14,1,681631
4,3,988,3,38,1,436974
1,3,3369,7,43,1,538544
5,2,1043,7,21,0,461449
2,1,3646,10,38,0,592245
4,3,3728,3,41,1,710719
5,1,3344,2,29,0,612718
4,2,1570,9,19,1,534380
4,1,3368,1,31,1,593073
2,3,3015,7,41,1,578333
3,3,2564,4,24,1,549530
5,3,2989,2,22,0,654616
2,3,2428,2,4,1,488545
4,3,903,8,49,0,447097
2,3,1363,7,40,0,375362
3,2,2573,7,29,0,532292
5,2,1415,5,47,0,479325
3,2,2759,10,38,0,557088
1,1,1477,8,26,0,275541
5,1,3677,2,41,1,657767
3,2,3577,2,36,0,586506
4,1,1302,5,6,1,441772
5,1,3493,1,4,0,626221
5,3,1543,6,14,1,551649
2,3,2926,4,41,1,511755
4,1,3029,6,7,0,584279
1,1,2660,7,8,1,416946
3,2,902,3,10,1,348702
2,1,2179,8,21,0,426893
3,3,759,7,33,0,356057
1,1,2801,1,34,0,346366
1,2,3401,6,12,0,490340
5,3,2828,7,10,0,689150
1,3,1803,4,31,0,341440
3,3,3024,2,41,0,554795
4,3,3423,10,14,0,735151
4,1,1791,9,37,1,492520
5,2,3885,7,0,0,762892
3,1,1773,1,45,1,359717
3,1,2663,8,49,0,512443
1,3,1714,3,23,0,339127
3,2,1743,4,42,0,406551
2,3,2579,5,39,0,482638
1,1,852,1,21,1,192423
2,1,3731,6,2,1,597073
5,3,3937,10,13,0,835956
4,1,2032,6,1,1,501213
5,1,2678,2,31,0,562525
4,3,3692,10,47,1,740079
5,1,1330,6,37,0,445805
3,2,2936,8,32,1,599322
2,3,1097,6,45,1,349348
4,2,2028,4,41,1,495201
1,1,1147,4,5,0,223088
2,1,1560,9,40,1,386099
1,3,731,6,38,0,254808
2,1,1947,8,24,1,420321
2,3,1457,8,33,0,409201
5,3,1755,7,10,0,593071
4,3,2632,3,45,0,554920
4,3,1120,10,36,1,508694
2,3,629,1,40,1,259121
3,2,3274,5,6,0,604249
3,3,3972,10,45,0,697071
1,2,2651,10,47,0,469384
1,1,3996,2,21,1,528170
5,3,1108,10,47,1,566450
2,1,1860,2,38,1,339836
1,3,2158,7,9,1,448461
1,2,615,3,20,1,212680
2,2,1596,8,5,0,392965
5,2,2207,9,48,0,595525
1,1,2439,8,0,0,411175
5,3,2616,6,33,0,626117
4,1,3603,5,13,1,654685
5,2,1853,3,35,1,543615
3,1,3778,3,26,0,565060
3,2,2343,7,8,1,522157
5,2,2910,5,5,0,665518
3,2,1688,6,30,1,453030
4,3,2912,6,16,1,657969
2,3,1961,9,42,0,470314
3,2,3972,1,35,0,612192
3,1,977,8,20,0,351207
5,1,1798,10,26,1,569479
4,3,3610,5,40,1,684687
2,2,3823,6,27,1,596664
5,1,1075,6,15,0,426127
5,2,1889,1,34,0,501373
4,1,928,3,35,0,329134
2,3,2439,6,34,1,485821
4,2,1786,9,44,1,535173
2,2,1037,6,18,0,332576
4,1,1990,6,20,0,463266
5,1,2373,1,32,0,529013
5,1,1822,9,22,1,550185
1,2,2123,4,5,1,381868
3,3,2663,2,31,0,515500
4,3,2444,1,21,0,522266
1,1,1919,3,2,0,316219
3,3,1467,3,34,1,403548
4,1,3158,5,15,1,618772
2,3,2411,1,41,1,424056
3,2,1583,7,24,0,425442
5,1,1862,1,16,0,460231
1,3,3228,4,38,0,483939
3,2,1924,6,12,0,456426
3,3,2653,1,27,0,510577
5,2,3891,7,10,0,745760
4,2,1618,10,9,0,524451
2,3,2389,7,38,0,484513
5,3,1406,3,23,0,508166
2,2,2493,4,37,0,424008
4,2,2009,6,23,0,509360
3,2,3266,7,32,1,621302
2,1,1918,4,16,0,356642
1,2,1741,10,43,0,354327
1,1,1004,9,35,1,285289
5,2,3644,9,34,0,754204
4,1,2386,9,5,1,569121
5,2,1193,10,15,1,540892
5,2,3213,6,44,0,678215
5,2,3399,2,27,0,646901
1,3,611,2,40,1,216839
1,3,3880,4,31,0,539976
5,2,2812,9,25,0,656631
1,1,3525,3,10,0,451199
4,1,1917,6,24,1,472504
5,2,2142,2,30,1,567543
1,3,2725,1,20,0,404275
2,1,1213,5,44,0,290886
5,3,2586,8,2,1,678207
5,1,1468,10,11,1,552929
4,2,1411,10,39,0,498986
3,3,2422,2,45,0,473789
3,1,3748,10,40,0,644508
4,2,3719,9,24,1,746925
4,2,1366,8,16,1,478823
4,2,681,3,37,0,342543
3,3,2344,1,35,1,488415
4,3,2856,4,35,0,607719
1,2,1121,8,18,0,307232
5,3,3700,3,43,0,699251
5,1,1927,10,1,0,557544
2,2,1593,2,16,0,345273
2,2,3112,7,29,1,536212
5,3,2125,4,46,1,606155
1,2,2069,6,9,0,386498
3,1,3275,5,34,1,549122
3,3,2113,2,35,0,471251
1,3,1380,10,32,1,380658
3,2,2051,2,0,1,471233
4,2,1158,9,17,1,474947
5,2,3607,10,3,1,789820
5,3,2738,2,46,0,627867
1,2,2637,8,26,1,444433
3,1,3724,8,24,1,650075
2,2,2353,1,27,1,393465
2,2,1459,1,21,1,306260
3,3,2212,4,41,1,508318
2,2,3875,2,24,1,583416
1,3,1155,1,16,1,269181
1,2,755,9,43,1,270520
3,1,2649,3,11,0,471531
2,1,1980,1,15,0,333378
1,3,1424,2,36,0,275824
1,3,2192,8,15,1,470254
4,2,3449,5,16,0,653696
4,2,3630,7,30,0,667345
1,1,1681,6,14,0,308586
3,2,3925,1,12,1,629084
5,1,1803,6,39,0,507786
5,3,1092,7,26,0,497798
1,2,1268,4,20,0,255125
1,3,3706,8,1,0,588545
1,2,674,8,7,0,271046
3,1,3591,7,41,0,572330
4,3,3960,2,6,0,694684
1,3,970,6,9,1,331390
1,2,1186,6,3,0,301663
2,3,928,7,42,0,321841
3,1,1189,6,40,1,347087
1,3,2390,2,35,1,419108
2,3,1376,8,34,1,423224
5,2,2622,4,42,1,602119
1,3,2951,9,2,1,527826
1,2,1178,8,17,0,311016
2,2,820,3,45,0,262527
3,3,3626,3,42,0,593443
1,1,1787,8,23,1,340954
5,2,2103,2,31,0,533653
1,3,3022,9,33,0,497980
5,2,3891,4,1,1,764131
4,1,2307,6,1,1,549988
4,1,3925,3,9,0,635796
5,2,2345,3,22,1,568067
3,1,787,3,14,0,291911
1,3,1814,10,11,1,425200
1,3,3886,2,42,0,539750
4,2,1709,8,16,0,484155
5,1,3121,9,17,0,685428
1,3,1443,8,13,1,364262
1,3,1130,10,16,1,363042
3,3,1670,3,14,1,457560
2,2,3736,7,11,1,617132
4,2,1562,10,15,0,500850
4,3,3122,2,31,0,590071
2,3,1769,4,22,0,395713
1,1,3593,6,37,0,468420
3,1,2005,5,33,1,416932
3,1,3737,9,33,1,648670
4,2,1116,10,15,1,473878
3,3,3764,4,33,1,662933
2,2,2488,5,39,0,429604
1,3,3073,4,6,1,492419
2,1,2091,8,32,1,417507
5,1,1717,8,3,1,535183
4,1,732,3,42,0,294721
3,1,913,1,6,0,277386
5,3,1190,6,17,0,491283
3,1,3883,2,3,1,603598
1,3,2143,2,48,0,338855
1,3,3656,3,10,0,521367
1,2,2806,8,42,0,430703
3,1,3939,3,19,0,579709
5,1,3308,7,10,0,689739
1,2,2485,10,14,0,440134
5,3,2226,10,45,1,679276
3,1,1347,9,16,1,408835
5,3,2097,8,33,0,625244
3,2,1400,1,49,1,356445
3,3,3057,7,47,0,611604
4,1,2097,7,11,1,506789
3,3,1979,8,41,0,487431
3,3,1279,10,27,1,464095
2,1,3864,5,47,0,538427
1,1,3942,10,34,0,542922
4,3,2761,9,7,1,653441
4,3,1496,9,26,0,515331
4,2,2146,8,21,1,544745
2,1,3726,6,23,0,563216
3,3,2393,6,1,0,548202
1,1,2712,1,30,0,357949
5,2,1283,6,21,0,504269
3,3,1895,4,0,1,483408
2,3,2285,4,13,1,464715
3,3,1985,2,24,1,484898
3,1,2793,4,35,1,517124
2,2,1542,5,35,1,366038
4,1,3880,5,40,0,635387
4,3,1909,5,2,0,533072
1,2,1633,4,4,1,337475
1,3,3386,1,0,0,499395
4,3,2833,10,18,1,701729
5,1,2220,8,32,0,549801
3,3,3805,3,41,1,637413
5,2,3482,2,29,0,661365
3,3,1408,9,11,0,456156
4,3,770,7,9,1,463600
1,1,2860,9,33,0,427687
1,2,2153,2,15,1,363584
5,1,2195,9,39,0,563805
1,3,2223,10,45,1,447375
4,1,626,9,28,0,387346
5,1,1613,9,14,1,552393
3,1,1691,10,47,0,414689
1,1,3437,10,10,0,528154
2,3,1007,4,43,1,331674
1,3,1732,10,33,1,404854
3,2,673,3,35,1,311864
5,1,3225,6,29,1,675886
3,1,1279,3,34,0,330298
2,2,3933,9,8,0,655430
4,1,1991,3,17,0,440246
1,2,3433,2,18,0,469691
5,3,1448,8,38,0,554622
4,2,1469,6,3,1,503272
3,1,836,8,5,1,363099
5,2,3374,7,32,1,710912
4,3,3957,3,31,1,729540
5,1,3025,8,15,1,671069
2,3,3308,10,10,0,600302
2,3,3477,1,21,0,549436
1,2,1505,1,35,1,277007
1,3,3023,10,49,1,538771
2,1,1218,8,22,1,326837
5,3,3300,9,25,0,754861
2,3,3747,10,30,1,664166
1,2,1632,6,28,1,352964
2,3,2843,5,4,1,552883
2,2,3454,2,37,0,496527
5,2,3540,9,24,1,763593
4,1,1913,6,33,0,464884
1,1,3732,8,11,1,550849
5,1,3584,9,21,1,755652
2,1,1446,9,8,0,357337
2,2,3465,8,19,0,559318
4,3,2523,10,28,1,653614
1,1,3211,8,43,1,494887
1,1,1233,3,28,0,229751
3,1,3326,3,44,0,506027
1,3,1617,2,26,1,346071
4,1,607,1,16,0,297330
3,3,1992,4,4,0,490867
3,2,1668,2,44,1,401478
2,2,2991,2,12,1,498199
2,2,2380,5,41,1,459134
1,3,3443,4,14,0,514146
3,1,2242,1,14,1,425085
2,1,3698,9,17,1,593368
4,1,1816,4,49,0,424199
2,1,1448,5,1,1,362398
2,1,1980,7,22,0,394873
3,3,661,2,42,0,308658
3,2,1685,8,12,1,483018
5,1,3069,2,42,1,595080
4,2,2417,10,3,0,596795
3,3,1232,5,46,1,413940
1,3,1391,2,24,0,294822
4,1,3198,2,10,0,548550
4,3,1900,4,49,1,507381
3,2,3253,4,47,1,571406
4,1,2054,8,41,0,491719
3,1,1738,6,11,0,414777
2,2,2311,10,12,1,513855
5,1,3792,8,8,0,741011
2,1,1124,7,44,0,308097
3,2,2620,10,37,0,551844
3,1,1498,4,5,1,387956
2,1,2810,2,42,0,416382
1,2,1386,9,42,0,328631
1,3,3557,2,9,1,517013
1,2,3629,1,22,0,453624
3,1,1960,8,14,0,430494
4,2,3026,10,44,1,658963
3,1,3995,9,22,1,680312
4,1,772,1,39,1,318137
2,2,1599,7,36,1,402424
5,1,2410,2,33,1,531660
4,3,663,6,15,0,412393
1,1,3772,5,44,0,465484
3,2,1945,1,40,1,432351
2,3,1574,2,46,0,344778
1,3,665,2,31,1,219491
2,1,2466,10,37,0,439000
5,2,2222,10,39,0,594159
3,1,1057,6,45,0,316880
3,1,2202,1,4,1,427505
5,2,3100,4,16,1,687301
3,2,3930,10,21,1,725192
4,1,2557,5,38,0,536047
2,3,2340,2,40,1,441189
1,1,2049,2,47,0,268995
5,3,3626,7,17,0,762712
4,1,2559,7,27,1,544321
1,2,2825,6,12,0,464240
1,3,2554,1,49,0,363287
5,2,879,3,41,0,398130
4,2,2991,9,0,1,663930
1,2,1640,10,49,1,384264
1,2,2943,1,18,1,410125
4,2,2849,2,33,0,533682
3,1,1561,8,3,0,408469
1,3,3331,7,42,1,537551
2,1,2542,9,2,0,486072
4,1,1817,10,40,1,509605
1,1,3820,4,9,1,531619
5,2,974,4,27,1,436598
2,1,2511,7,33,1,454596
1,3,634,1,38,0,191292
2,1,1992,10,46,0,424278
2,2,2676,9,18,0,494790
3,3,1374,2,41,1,390066
2,3,820,1,45,0,269189
3,3,2700,7,35,1,598090
4,3,3438,6,42,1,704404
3,1,2723,3,2,1,485221
5,2,1093,1,22,0,427291
1,3,2311,5,16,1,430343
4,3,2764,10,6,0,677715
4,2,879,4,25,0,387435
5,1,3846,5,42,0,708444
3,3,1345,1,17,0,372820
1,1,3596,1,45,0,429569
3,1,3411,5,45,0,565025
2,1,2942,6,5,0,462435
3,1,3665,5,30,0,568714
4,3,2074,2,28,1,527368
1,3,2457,9,8,1,508562
3,1,2141,5,34,0,411828
1,1,3692,5,16,0,507697
1,2,1696,10,11,0,361341
2,2,3489,9,35,0,578860
2,2,1659,3,47,0,322872
4,3,2522,5,23,1,615298
5,2,3904,5,9,0,742957
1,3,2605,2,29,0,400432
5,3,1096,4,28,0,489263
4,3,2853,2,38,1,595253
1,3,3073,5,9,1,510097
1,2,643,10,38,0,241996
5,1,3762,2,27,1,692047
3,1,2451,10,17,1,537849
2,1,3252,9,40,1,544857
3,2,1053,10,49,1,413760
5,1,1194,6,16,1,469306
2,2,1956,8,10,1,433402
3,2,1106,9,0,1,446490
2,2,1393,8,16,1,406524
1,1,620,5,35,0,172533
3,1,3899,5,35,0,617488
2,1,1999,6,45,1,384927
2,3,3801,1,8,1,588064
2,2,3267,8,44,0,544398
3,3,3061,2,27,0,537006
4,2,1694,6,47,1,494902
3,1,2027,9,32,0,465382
5,2,2185,3,2,1,565091
3,2,2414,2,7,0,451019
2,3,2020,10,49,1,489373
1,2,936,5,5,0,267379
3,1,2267,9,5,1,530796
3,2,1509,6,28,0,403849
2,2,875,8,36,0,297151
1,2,1491,8,11,1,360496
1,3,612,7,8,1,298860
5,2,1626,5,40,0,492970
3,2,3625,2,48,0,584039
1,3,3895,10,18,1,627277
1,3,1573,10,16,0,369413
4,3,774,5,47,0,374431
4,3,2008,7,43,0,529014
1,1,2225,7,31,0,340410
5,1,2543,2,34,0,526536
1,2,2888,7,13,1,486908
2,1,1146,6,48,0,268924
3,2,2661,7,15,0,529759
5,1,1818,8,20,1,566294
2,3,2020,4,11,1,458607
5,3,2054,1,23,1,579316
2,1,3977,8,33,1,623035
3,1,3372,8,7,1,603153
3,2,2033,3,43,0,436633
4,2,602,3,20,0,348121
2,2,3338,5,47,0,501233
4,3,2442,3,7,1,591708
2,3,1346,5,27,1,362150
4,3,3416,8,15,1,729492
3,3,1471,1,9,0,404777
5,2,1094,2,14,0,452284
4,3,3064,2,3,0,617751
2,3,2014,4,25,0,410006
2,3,1227,9,14,0,382578
3,3,1675,2,35,0,390792
2,1,3668,9,31,1,582667
1,2,741,7,42,0,251831
5,2,3757,10,37,0,756747
4,3,2087,8,3,0,591353
5,1,645,1,40,0,343068
3,2,3491,5,8,0,609407
4,2,3656,9,34,1,702738
4,3,3909,4,27,0,695093
1,3,2657,2,36,0,399094
3,2,1263,6,46,1,397176
2,2,1172,2,8,1,332295
1,1,2629,3,1,0,355753
1,2,2153,8,2,0,399505
5,2,2221,3,43,0,525228
5,3,3296,2,47,0,676090
5,2,1512,6,4,0,537295
1,3,1239,3,9,1,317023
2,2,3263,1,27,1,504233
4,2,3345,3,14,0,607558
5,2,1508,6,13,0,520824
2,1,2825,3,45,1,432093
3,3,1468,9,22,1,482484
5,1,1629,7,12,0,515598
4,2,1452,5,15,0,446684
3,1,906,2,29,0,271007
3,3,3195,9,39,0,622921
4,2,2974,5,7,0,604302
5,1,2416,7,16,0,566682
1,1,994,9,29,1,261974
4,3,2947,4,16,1,646030
4,1,1348,9,34,1,455423
4,3,2932,1,0,1,593659
3,2,929,6,48,0,321701
2,2,2697,2,23,1,467031
1,1,2631,8,47,1,416447
5,2,1372,5,48,0,454197
5,2,2245,3,24,1,574525
2,1,2332,2,1,0,395079
4,2,977,8,24,0,412084
1,1,2387,7,13,1,395423
5,3,2223,9,38,1,644498
5,3,1599,8,32,1,598346
4,3,2448,4,16,0,580432
2,1,2161,2,30,1,360482
1,1,1373,2,9,0,236920
2,2,3815,2,5,1,594465
2,2,1683,6,38,0,376250
1,2,3515,7,24,1,549468
1,2,2403,6,37,1,394726
5,2,1698,2,36,0,477535
5,1,2650,4,29,1,584723
1,1,2198,3,33,1,350497
3,3,1347,4,17,0,401562
5,3,2071,5,23,1,625586
3,3,2364,7,48,1,545809
1,3,2922,9,26,0,491597
5,1,2153,2,26,1,516751
2,1,2215,8,38,0,398314
1,1,2862,3,20,1,409088
4,2,2108,9,18,1,559322
3,2,928,10,38,0,385969
1,3,2902,4,22,1,479582
1,2,2010,3,38,0,317588
5,1,725,10,47,0,424762
5,3,1366,6,43,1,530677
5,3,2173,10,46,0,635231
4,2,3995,9,14,1,752470
5,3,1827,7,42,0,590978
1,2,1795,4,1,1,349045
5,2,2358,3,34,1,574719
2,3,816,10,19,0,369771
5,2,3916,4,27,1,738449
4,2,1959,3,14,1,484958
2,2,1921,3,15,1,378115
1,2,1431,9,32,0,310430
1,3,781,4,46,1,269542
3,1,933,9,11,1,375545
2,1,1110,10,38,0,310978
3,2,982,5,38,1,356139
2,2,2496,7,42,0,453864
2,2,3870,5,19,0,594115
4,1,931,1,28,1,351265
3,2,1788,2,42,0,402680
4,3,1865,5,48,1,521094
2,3,1499,6,2,1,414423
1,3,1241,7,47,1,312301
2,1,1850,2,4,0,345758
4,2,1233,10,1,0,498280
3,2,3098,9,22,1,625783
3,2,795,6,25,1,372084
4,1,2493,2,25,0,506037
3,1,3875,2,6,1,618878
5,1,1057,3,9,0,411936
1,1,1429,1,4,0,217243
1,3,2904,9,46,1,513197
1,1,3943,10,11,1,590675
3,1,2656,4,31,1,479428
3,1,3408,5,41,0,567778
2,2,3596,7,30,0,556625
2,2,1824,1,21,0,322005
1,2,3730,3,16,0,514370
5,3,1486,3,19,1,529943
2,3,992,2,19,0,299176
2,1,2275,8,42,1,417198
3,2,3790,5,7,0,643943
5,3,3046,1,46,0,650439
1,2,2978,2,33,1,433423
2,3,3938,1,48,0,569675
5,3,3127,6,22,1,704997
5,1,2781,9,37,0,609808
1,1,1515,7,27,1,307700
5,3,1534,5,12,0,539191
5,1,954,3,28,0,378633
5,3,3231,8,7,1,741491
2,3,2121,10,10,1,533374
1,2,3272,4,46,1,456239
5,1,3778,9,44,0,725473
5,1,2937,5,17,0,634613
2,1,3472,6,49,0,521136
1,2,1228,5,24,0,285185
3,2,3666,10,48,0,640786
2,2,3279,7,21,0,527834
1,1,1770,7,44,1,315519
5,1,926,1,34,0,363630
1,1,2038,2,28,0,281155
1,2,2857,7,20,1,470028
1,2,3967,8,6,1,588958
3,3,2021,4,11,1,483790
1,2,1726,6,35,1,347579
3,3,3283,10,23,1,677627
5,1,2380,3,31,0,523247
3,2,2131,7,26,0,491017
5,1,2514,3,31,1,576277
5,1,3515,7,31,1,719148
3,1,1832,8,31,0,431257
2,1,2556,3,25,1,437505
4,2,3075,2,10,0,574979
1,1,992,6,45,0,220627
4,3,1425,4,17,1,497292
1,2,3563,8,38,0,526791
1,1,3780,2,4,0,457093
5,2,2512,4,15,0,604708
1,3,2995,2,10,0,434604
1,1,649,2,34,1,166023
3,3,3563,2,47,1,619736
4,1,3776,1,10,1,630660
3,3,1996,4,41,1,483388
1,1,1650,2,22,1,278411
5,2,3615,9,33,0,762684
3,1,1399,9,47,0,379736
3,2,2392,7,16,0,529124
2,1,3944,6,9,0,571526
1,1,3664,3,17,1,471401
5,3,3296,7,43,1,734950
3,3,1963,1,7,0,458512
3,3,2948,9,25,1,632978
5,1,3936,4,2,0,708505
1,1,2165,6,23,0,326591
2,1,2813,6,2,1,483822
3,2,2963,3,37,1,533953
2,2,600,4,1,1,296340
4,1,1619,10,34,0,458472
1,3,1884,3,16,1,389146
4,3,662,6,8,0,425261
4,3,3130,1,35,1,620997
4,1,3992,8,21,0,700942
1,3,2469,8,30,1,453238
1,1,3872,9,33,0,536851
5,2,2869,6,23,0,652390
2,3,751,1,8,1,286480
2,2,1243,3,45,0,302835
5,3,1225,1,42,1,477617
5,1,816,5,1,1,413598
4,1,795,3,20,1,354983
5,1,3873,2,33,0,656528
3,1,3642,3,26,1,580077
2,3,1614,9,36,0,430103
5,2,3294,8,6,1,719488
3,1,3905,3,21,1,629049
3,3,3812,2,3,0,642879
3,2,3355,5,13,0,591011
3,1,2121,1,33,1,398439
4,2,2178,4,22,0,510425
3,1,1680,8,43,1,424981
4,2,2127,1,41,0,473953
4,2,3813,5,24,0,678858
3,1,1321,4,0,1,368871
2,3,2207,6,47,0,458304
3,2,2359,7,14,1,541966
3,1,2162,9,31,1,474761
3,2,1239,1,13,0,350641
2,2,2753,10,40,1,531461
1,3,764,4,20,0,231457
1,2,814,6,46,0,213689
4,2,1694,10,6,1,528621
4,1,689,7,35,0,353035
2,1,2395,7,20,1,448526
5,3,3521,8,49,1,754675
1,2,1851,10,39,0,377978
4,2,1702,8,11,0,519784
1,2,1207,8,14,1,317381
2,3,948,8,14,1,389384
2,2,3541,8,16,1,617345
5,1,845,6,33,0,392983
5,3,871,9,43,0,507849
2,1,2630,3,34,1,437391
4,1,1002,6,38,0,382097
1,3,3787,5,37,1,570202
3,1,2065,8,13,0,450498
5,2,1795,4,4,1,530706
3,3,3687,4,29,1,647130
4,1,3608,10,3,1,699620
5,2,3545,10,14,1,785514
3,2,1679,5,38,1,446846
4,1,2214,6,34,1,526217
1,2,1726,4,44,0,318726
4,3,883,2,9,1,420552
5,1,1116,2,1,1,415607
2,2,3265,3,43,1,518925
1,2,1901,2,23,1,344876
3,1,1211,1,27,1,321289
5,1,1349,8,21,0,479638
2,1,1892,5,43,1,372507
4,1,2456,10,31,1,599622
2,3,999,1,30,1,293821
5,1,2126,9,18,1,584804
5,3,2624,8,20,0,690684
2,3,2733,4,2,0,520867
4,1,919,8,5,1,435097
2,3,1655,10,31,1,464893
5,1,935,7,1,0,424530
5,1,2698,7,23,1,639541
3,2,3750,1,44,0,577297
3,1,773,6,26,1,313602
1,2,2241,4,8,0,350815
5,3,1100,10,12,0,533533
3,2,2723,10,13,1,583023
2,3,2963,10,10,1,594721
4,1,2456,2,13,1,516796
2,3,3752,10,15,1,671766
4,3,2496,7,9,0,606676
3,1,2263,9,19,0,483385
1,3,2318,5,15,1,416440
2,1,2378,8,33,0,447739
2,2,1296,5,15,1,339470
2,1,3657,7,13,1,588716
4,1,1331,7,27,1,431622
3,3,1694,9,17,0,489228
2,2,3616,3,25,1,542029
2,1,3501,1,37,0,454983
1,2,3313,2,6,1,485732
1,2,1251,6,44,0,264211
3,3,1694,10,33,0,512678
3,1,645,10,46,0,333399
5,3,1670,9,48,0,576161
1,1,2045,3,44,1,301323
5,2,2796,10,6,0,694032
4,1,3557,2,32,0,602789
5,1,3801,1,34,1,674153
2,2,1055,2,49,0,258447
5,2,2262,3,38,1,571505
3,1,3524,7,20,0,575511
4,3,1565,2,48,1,469993
2,1,2620,5,27,0,419485
5,2,1468,2,31,0,444386
4,3,2128,7,43,0,554764
4,2,3576,10,15,0,727011
2,2,3671,8,9,1,608932
5,3,1600,8,22,0,588215
4,2,1373,8,47,1,456976
4,2,2891,10,49,1,627016
1,2,3121,9,14,1,513751
4,2,3029,1,42,1,562386
1,2,1726,1,49,0,266795
5,2,3136,10,5,0,702329
5,2,1660,2,32,0,461530
5,2,2277,6,38,0,594265
3,2,2143,1,11,0,410163
5,1,996,5,35,0,429370
4,1,2943,5,30,1,576136
2,2,706,4,9,1,286388
1,1,3507,5,33,0,466580
3,3,1553,1,40,0,385603
5,1,3177,6,9,0,640517
5,2,2448,7,10,1,623064
2,2,3754,8,13,0,607215
2,1,1533,2,2,0,319310
3,2,887,7,32,0,345393
1,3,1305,6,6,1,344066
5,3,2643,9,3,1,717611
3,2,2084,8,38,0,492805
4,3,814,4,47,1,407756
4,3,1904,9,9,1,593266
3,1,3379,1,14,1,556038
5,3,2577,6,15,0,640838
3,1,2082,8,37,0,450516
5,2,2424,4,3,1,611498
2,1,943,2,3,1,253452
3,2,793,2,35,1,308763
5,2,757,10,26,0,484923
3,2,1064,1,21,1,346924
3,2,2751,5,21,1,528541
5,2,2681,6,16,0,618487
5,1,3773,4,44,1,683824
1,2,3286,4,33,1,497959
3,3,2349,5,31,0,526886
4,3,2972,5,5,1,659979
3,2,3338,9,32,1,643825
3,3,1191,8,7,1,453236
5,1,2788,9,49,1,637577
3,1,3121,3,35,0,519790
3,2,1654,3,4,0,390939
4,2,1483,1,4,0,429153
5,2,662,10,46,1,480011
3,3,1710,6,9,0,473428
2,3,903,4,39,0,287709
1,1,1684,8,6,1,353469
4,3,995,2,11,0,421421
3,1,933,2,29,1,286833
2,3,3433,7,24,1,602048
3,1,1010,5,27,1,322566
3,2,2931,1,42,0,484098
5,3,1065,7,12,0,504264
5,1,679,7,46,1,429115
5,3,3431,10,48,0,754958
2,2,1700,6,21,1,417968
3,1,2577,4,17,0,485311
1,3,1332,8,26,0,337277
4,3,2417,2,7,0,538457
5,2,2163,2,5,0,527465
5,2,1984,2,10,0,538842
3,1,2724,3,28,1,485134
3,3,3156,6,40,0,584440
2,3,1787,1,4,0,368762
2,2,3680,2,6,0,532044
5,2,1798,10,21,0,561363
3,1,3109,2,46,0,490213
1,3,3978,1,3,1,573387
4,3,2211,3,31,1,543805
3,1,2892,10,18,1,572664
3,1,721,7,44,0,307232
2,2,784,1,32,0,249827
4,2,631,7,0,1,428148
5,1,1597,5,45,1,470949
3,1,2586,9,40,1,543906
5,3,3409,2,43,1,704992
3,1,1168,1,49,0,280751
5,1,2957,9,40,1,673958
4,3,1995,8,7,0,581302
2,1,2279,10,31,1,475256
4,2,1429,6,29,0,450021
1,2,2219,5,45,0,345977
2,3,3639,8,27,0,620094
4,1,1679,8,40,1,466163
1,2,1390,5,31,0,280705
3,2,3944,7,24,0,650472
3,2,3111,1,33,1,520291
5,2,3325,4,32,1,688613
2,1,3626,2,12,1,508553
3,1,3317,10,24,1,604663
2,1,3920,3,41,1,570254
3,1,3345,1,39,1,532869
5,2,1593,2,38,0,461745
4,3,677,1,43,0,363959
5,3,3181,8,48,1,734285
1,2,707,4,43,1,207647
3,2,1896,3,47,0,420799
1,3,3411,1,9,0,500240
1,3,2662,2,30,0,399154
